,summary,Urbane_Hitzeinsel,Klimawandel,Tipping_Points,Oekologie,Energiewende,Landwirtschaft,Waermewende,Klimaextreme,Gesundheit,Wasserversorgung,Industrie,Geo_Engineering,Verkehrswende,word
gehört,3.2437887469836735,0.11178363655512119,-0.5438091053629398,-0.017373070795445374,0.059808187680535016,0.9320968985275783,0.05655337445816355,0.0,0.059838355447022394,0.056260675244085866,0.059838355447022394,0.048844571389767596,0.11106140891463166,0.0,gehört
oft gehör+t,3.2437887469836735,0.11178363655512119,-0.5438091053629398,-0.017373070795445374,0.059808187680535016,0.9320968985275783,0.05655337445816355,0.0,0.059838355447022394,0.056260675244085866,0.059838355447022394,0.048844571389767596,0.11106140891463166,0.0,oft gehör+t
gehör+t man,3.23538043490034,0.11437912883740799,-0.5412136130806529,-0.014777578513158638,0.06240367996282188,0.923577533725683,0.05914886674045039,0.0,0.06243384772930903,0.0588561675263727,0.06243384772930903,0.05144006367205433,0.11365690119691854,0.0,gehör+t man
man müss+e,3.23135232077143,0.11562492476003969,-0.5399678171580216,-0.01353178259052718,0.0636494758854533,0.9194545210210314,0.0603946626630819,0.0,0.0636796436519406,0.06010196344900419,0.0636796436519406,0.052685859594685844,0.11490269711954995,0.0,man müss+e
Erzeugungskapazitäten,3.2217526252791986,0.11860014448877707,-0.5369925974292838,-0.01055656286178964,0.06662469561419077,0.9095175244471826,0.06336988239181927,0.0,0.06665486338067825,0.06307718317774177,0.06665486338067825,0.0556610793234234,0.11787791684828759,0.0,Erzeugungskapazitäten
müss+e erzeugung+s+kapazität+en,3.2217526252791986,0.11860014448877707,-0.5369925974292838,-0.01055656286178964,0.06662469561419077,0.9095175244471826,0.06336988239181927,0.0,0.06665486338067825,0.06307718317774177,0.06665486338067825,0.0556610793234234,0.11787791684828759,0.0,müss+e erzeugung+s+kapazität+en
erzeugung+s+kapazität+en erneuer+bar+e,3.199509143231313,0.12552824423645154,-0.5300644976816093,-0.003628463114115052,0.07355279536186539,0.8858699898455058,0.0702979821394938,0.0,0.0735829631283527,0.07000528292541612,0.0735829631283527,0.06258917907109786,0.124806016595962,0.0,erzeugung+s+kapazität+en erneuer+bar+e
zügig,3.1764026504230856,0.1327763350864822,-0.5228164068315789,0.0036196277359154976,0.08080088621189575,0.8603340322922987,0.07754607298952428,0.0,0.08083105397838318,0.0772533737754466,0.08083105397838318,0.0698372699211285,0.1320541074459925,0.0,zügig
energie+n zügig,3.1764026504230856,0.1327763350864822,-0.5228164068315789,0.0036196277359154976,0.08080088621189575,0.8603340322922987,0.07754607298952428,0.0,0.08083105397838318,0.0772533737754466,0.08083105397838318,0.0698372699211285,0.1320541074459925,0.0,energie+n zügig
ausbauen,3.172495706604402,0.13400708224674346,-0.5215856596713176,0.004850374896176944,0.08203163337215737,0.855913709703245,0.07877682014978574,0.0,0.08206180113864464,0.07848412093570806,0.08206180113864464,0.07106801708138992,0.13328485460625386,0.0,ausbauen
zügig aus+bau+en,3.172495706604402,0.13400708224674346,-0.5215856596713176,0.004850374896176944,0.08203163337215737,0.855913709703245,0.07877682014978574,0.0,0.08206180113864464,0.07848412093570806,0.08206180113864464,0.07106801708138992,0.13328485460625386,0.0,zügig aus+bau+en
Strompreis,3.1546109503303166,0.13966047324458994,-0.5159322686734712,0.01050376589402316,0.08768502437000371,0.8352826249459335,0.08443021114763222,0.0,0.08771519213649098,0.08413751193355455,0.08771519213649098,0.07672140807923626,0.13893824560410037,0.0,Strompreis
aus+bau+en strom+preis,3.1546109503303166,0.13966047324458994,-0.5159322686734712,0.01050376589402316,0.08768502437000371,0.8352826249459335,0.08443021114763222,0.0,0.08771519213649098,0.08413751193355455,0.08771519213649098,0.07672140807923626,0.13893824560410037,0.0,aus+bau+en strom+preis
strom+preis deutschland,3.1470863744903657,0.14204858521766667,-0.5135441567003944,0.012891877867099924,0.09007313634308027,0.826402316841329,0.08681832312070875,0.0,0.09010330410956774,0.08652562390663115,0.09010330410956774,0.07910952005231288,0.14132635757717696,0.0,strom+preis deutschland
deutschland sink+en,3.1375844449114743,0.1450724307275198,-0.5105203111905413,0.015915723376952916,0.09309698185293352,0.8150127072642893,0.08984216863056219,0.0,0.09312714961942083,0.08954946941648442,0.09312714961942083,0.08213336556216597,0.14435020308703012,0.0,deutschland sink+en
doch markus,3.1296968099156226,0.1475895155174392,-0.5080032264006219,0.018432808166872417,0.09561406664285285,0.8054052077347166,0.09235925342048135,0.0,0.0956442344093401,0.0920665542064036,0.0956442344093401,0.08465045035208536,0.14686728787694958,0.0,doch markus
+4959,3.12190333168021,0.1500827915095664,-0.5055099504084948,0.02092608415899949,0.09810734263498007,0.7957724903905422,0.09485252941260845,0.0,0.09813751040146743,0.09455983019853086,0.09813751040146743,0.08714372634421261,0.14936056386907678,0.0,+4959
krebber +4959,3.12190333168021,0.1500827915095664,-0.5055099504084948,0.02092608415899949,0.09810734263498007,0.7957724903905422,0.09485252941260845,0.0,0.09813751040146743,0.09455983019853086,0.09813751040146743,0.08714372634421261,0.14936056386907678,0.0,krebber +4959
+4959 chars,3.1194219720092216,0.15087793026006774,-0.5047148116579933,0.02172122290950093,0.09890248138548141,0.7926757769713004,0.09564766816311002,0.0,0.09893264915196877,0.09535496894903218,0.09893264915196877,0.08793886509471406,0.15015570261957825,0.0,+4959 chars
Tesvolt,5.207060131054636,-0.36148977269684335,-1.0170825146149043,-0.49064648004741,-0.41346522157142956,1.7344258621049204,-0.416720034793801,0.0,-0.41343505380494233,-0.4170127340078788,-0.41343505380494233,-0.4244288378621971,-0.362212000337333,0.0,Tesvolt
energie+wende tesvolt,4.077181287504681,-0.11688023921994085,-0.7724729811380018,-0.24603694657050756,-0.16885568809452692,1.4432504449421428,-0.17211050131689865,0.0,-0.1688255203280398,-0.17240320053097624,-0.1688255203280398,-0.17981930438529456,-0.11760246686043041,0.0,energie+wende tesvolt
investiert,4.582123116403382,-0.2336368037116172,-0.8892295456296782,-0.36279351106218394,-0.2856122525862036,1.6016659081954536,-0.2888670658085751,0.0,-0.28558208481971614,-0.2891597650226527,-0.28558208481971614,-0.29657586887697085,-0.23435903135210676,0.0,investiert
tesvolt investier+t,4.582123116403382,-0.2336368037116172,-0.8892295456296782,-0.36279351106218394,-0.2856122525862036,1.6016659081954536,-0.2888670658085751,0.0,-0.28558208481971614,-0.2891597650226527,-0.28558208481971614,-0.29657586887697085,-0.23435903135210676,0.0,tesvolt investier+t
investier+t million+en,4.324949735351595,-0.1758748688962356,-0.8314676108142965,-0.30503157624680227,-0.22785031777082174,1.5287272272257986,-0.23110513099319333,0.0,-0.22782015000433448,-0.231397830207271,-0.22782015000433448,-0.23881393406158927,-0.17659709653672515,0.0,investier+t million+en
neues,4.464250651816733,-0.20757572356715434,-0.8631684654852155,-0.3367324309177211,-0.2595511724417406,1.5699332080880273,-0.2628059856641121,0.0,-0.2595210046752534,-0.2630986848781899,-0.2595210046752534,-0.27051478873250817,-0.20829795120764408,0.0,neues
euro neu+es,4.1253880719031235,-0.12863444386265596,-0.784227185780717,-0.25779115121322266,-0.1806098927372422,1.461288801512813,-0.18386470595961382,0.0,-0.18057972497075497,-0.18415740517369147,-0.18057972497075497,-0.19157350902800965,-0.1293566715031456,0.0,euro neu+es
Zentrum,7.284524682143047,-0.06091796963490076,-0.2889442287073906,-0.11339280551670652,-0.08257193534165864,0.9430116554336063,-0.09506222517763431,0.0,-0.0825067471877356,-0.0932523725638138,-0.0825067471877356,-0.10633104055212682,-0.06302701626213035,0.0,Zentrum
neu+es zentrum,4.116287539379765,-0.1264260249315361,-0.7820187668495971,-0.25558273228210276,-0.17840147380612226,1.4579404911225853,-0.18165628702849385,0.0,-0.178371306039635,-0.1819489862425714,-0.178371306039635,-0.18936509009688984,-0.1271482525720256,0.0,neu+es zentrum
zentrum hier,3.6320982115992306,-0.0012848514759618386,-0.656877593394023,-0.13044155882652866,-0.05326030035054803,1.2314426469767816,-0.056515113572919676,0.0,-0.05323013258406081,-0.056807812786997244,-0.05323013258406081,-0.06422391664131549,-0.002007079116451494,0.0,zentrum hier
sie tesvolt,3.744428493660658,-0.031743350623738634,-0.6873360925417997,-0.16090005797430534,-0.08371879949832488,1.2942579721048988,-0.0869736127206963,0.0,-0.08368863173183762,-0.08726631193477409,-0.08368863173183762,-0.09468241578909234,-0.03246557826422822,0.0,sie tesvolt
Batteriespeicher-Hersteller,3.4104237607359673,0.061689095950953364,-0.5939036459671079,-0.06746761139961344,0.00971364707636712,1.0800770132458715,0.006458833853995497,0.0,0.00974381484285437,0.006166134639917837,0.00974381484285437,-0.0012499692144004105,0.06096686831046377,0.0,Batteriespeicher-Hersteller
der batterie+speicher+-+hersteller,3.4104237607359673,0.061689095950953364,-0.5939036459671079,-0.06746761139961344,0.00971364707636712,1.0800770132458715,0.006458833853995497,0.0,0.00974381484285437,0.006166134639917837,0.00974381484285437,-0.0012499692144004105,0.06096686831046377,0.0,der batterie+speicher+-+hersteller
batterie+speicher+-+hersteller tesvolt,3.3432994290820517,0.0815674771345586,-0.5740252647835024,-0.04758923021600828,0.029592028259972186,1.0248182567868975,0.026337215037600697,0.0,0.029622196026459546,0.02604451582352319,0.029622196026459546,0.018628411969204728,0.08084524949406886,0.0,batterie+speicher+-+hersteller tesvolt
Unternehmenssitz,3.3040151323281233,0.09338721388534622,-0.5622055280327151,-0.035769493465220605,0.04141176501075991,0.9898943734765334,0.03815695178838841,0.0,0.041441932777247156,0.03786425257431065,0.041441932777247156,0.03044814871999235,0.09266498624485645,0.0,Unternehmenssitz
tesvolt unternehmen+s+sitz,3.3040151323281233,0.09338721388534622,-0.5622055280327151,-0.035769493465220605,0.04141176501075991,0.9898943734765334,0.03815695178838841,0.0,0.041441932777247156,0.03786425257431065,0.041441932777247156,0.03044814871999235,0.09266498624485645,0.0,tesvolt unternehmen+s+sitz
Wittenberg,3.274937828338178,0.10222676434255917,-0.5533659775755018,-0.02692994300800735,0.05025131546797321,0.962671526114502,0.046996502245601465,0.0,0.050281483234460383,0.04670380303152378,0.050281483234460383,0.0392876991772057,0.10150453670206977,0.0,Wittenberg
unternehmen+s+sitz wittenberg,3.274937828338178,0.10222676434255917,-0.5533659775755018,-0.02692994300800735,0.05025131546797321,0.962671526114502,0.046996502245601465,0.0,0.050281483234460383,0.04670380303152378,0.050281483234460383,0.0392876991772057,0.10150453670206977,0.0,unternehmen+s+sitz wittenberg
wittenberg neu+es,3.2561938525264704,0.1079666661512829,-0.547626075766778,-0.02119004119928374,0.05599121727669664,0.9444557711696505,0.05273640405432522,0.0,0.056021385043184026,0.05244370484024742,0.056021385043184026,0.04502760098592913,0.10724443851079322,0.0,wittenberg neu+es
Logistik-,3.249299586160725,0.11008618837098573,-0.5455065535470753,-0.01907051897958109,0.05811073949639944,0.9376177200009101,0.05485592627402793,0.0,0.05814090726288676,0.05456322705995039,0.05814090726288676,0.047147123205631955,0.10936396073049606,0.0,Logistik-
neu+es logistik+-,3.249299586160725,0.11008618837098573,-0.5455065535470753,-0.01907051897958109,0.05811073949639944,0.9376177200009101,0.05485592627402793,0.0,0.05814090726288676,0.05456322705995039,0.05814090726288676,0.047147123205631955,0.10936396073049606,0.0,neu+es logistik+-
Technologiezentrum,3.234362800224556,0.11469371154871301,-0.5408990303693479,-0.014462995801853685,0.06271826267412682,0.9225384967719858,0.05946344945175525,0.0,0.062748430440614,0.05917075023767761,0.062748430440614,0.05175464638335921,0.11397148390822351,0.0,Technologiezentrum
logistik+- technologie+zentrum,3.234362800224556,0.11469371154871301,-0.5408990303693479,-0.014462995801853685,0.06271826267412682,0.9225384967719858,0.05946344945175525,0.0,0.062748430440614,0.05917075023767761,0.062748430440614,0.05175464638335921,0.11397148390822351,0.0,logistik+- technologie+zentrum
technologie+zentrum eröffn+et,3.216291704253419,0.12029659827379371,-0.5352961436442673,-0.008860109076773056,0.06832114939920735,0.9037935935505494,0.0650663361768359,0.0,0.06835131716569467,0.06477363696275823,0.06835131716569467,0.05735753310843983,0.11957437063330426,0.0,technologie+zentrum eröffn+et
Unternehmen,3.2010970919250266,0.12503205726042077,-0.5305606846576402,-0.0041246500901459095,0.0730566083858346,0.8875878386735456,0.06980179516346302,0.0,0.07308677615232176,0.06950909594938537,0.07308677615232176,0.06209299209506703,0.12430982961993121,0.0,Unternehmen
wie unternehmen,3.2010970919250266,0.12503205726042077,-0.5305606846576402,-0.0041246500901459095,0.0730566083858346,0.8875878386735456,0.06980179516346302,0.0,0.07308677615232176,0.06950909594938537,0.07308677615232176,0.06209299209506703,0.12430982961993121,0.0,wie unternehmen
mitteilte,3.1918410976668117,0.12792775262032566,-0.5276649892977354,-0.0012289547302412182,0.07595230374573948,0.8775086050181392,0.07269749052336776,0.0,0.07598247151222667,0.07240479130929009,0.07598247151222667,0.06498868745497174,0.12720552497983614,0.0,mitteilte
unternehmen mit+teil+te,3.1918410976668117,0.12792775262032566,-0.5276649892977354,-0.0012289547302412182,0.07595230374573948,0.8775086050181392,0.07269749052336776,0.0,0.07598247151222667,0.07240479130929009,0.07598247151222667,0.06498868745497174,0.12720552497983614,0.0,unternehmen mit+teil+te
flossen,3.1838918458704315,0.13042135013635522,-0.525171391781706,0.0012646427857885502,0.07844590126176888,0.8687230722280477,0.07519108803939732,0.0,0.07847606902825621,0.07489838882531981,0.07847606902825621,0.0674822849710013,0.1296991224958656,0.0,flossen
mit+teil+te fließ+en,3.1838918458704315,0.13042135013635522,-0.525171391781706,0.0012646427857885502,0.07844590126176888,0.8687230722280477,0.07519108803939732,0.0,0.07847606902825621,0.07489838882531981,0.07847606902825621,0.0674822849710013,0.1296991224958656,0.0,mit+teil+te fließ+en
fließ+en million+en,3.1764026504230856,0.1327763350864822,-0.5228164068315789,0.0036196277359154976,0.08080088621189575,0.8603340322922987,0.07754607298952428,0.0,0.08083105397838318,0.0772533737754466,0.08083105397838318,0.0698372699211285,0.1320541074459925,0.0,fließ+en million+en
+1689,3.16263561827696,0.13711991315223826,-0.5184728287658228,0.007963205801671527,0.08514446427765195,0.8446211067062074,0.08188965105528037,0.0,0.0851746320441392,0.08159695184120276,0.0851746320441392,0.07418084798688444,0.13639768551174866,0.0,+1689
euro +1689,3.16263561827696,0.13711991315223826,-0.5184728287658228,0.007963205801671527,0.08514446427765195,0.8446211067062074,0.08188965105528037,0.0,0.0851746320441392,0.08159695184120276,0.0851746320441392,0.07418084798688444,0.13639768551174866,0.0,euro +1689
+1689 chars,3.1591316446978173,0.13822845568226502,-0.5173642862357961,0.009071748331698127,0.08625300680767876,0.8405600091731731,0.08299819358530705,0.0,0.08628317457416596,0.08270549437122941,0.08628317457416596,0.07528939051691118,0.13750622804177534,0.0,+1689 chars
Sila,3.914746785188906,-0.07622499970233122,-0.7318177416203924,-0.20538170705289802,-0.12820044857691748,1.376434645245354,-0.13145526179928893,0.0,-0.1281702808104302,-0.1317479610133667,-0.1281702808104302,-0.13916406486768482,-0.07694722734282082,0.0,Sila
Atlantik,3.9499469038456594,-0.08517648722224694,-0.740769229140308,-0.21433319457281375,-0.13715193609683313,1.3917726394406364,-0.1404067493192047,0.0,-0.13712176833034584,-0.14069944853328245,-0.13712176833034584,-0.14811555238760066,-0.08589871486273651,0.0,Atlantik
sila atlantik,3.9499469038456594,-0.08517648722224694,-0.740769229140308,-0.21433319457281375,-0.13715193609683313,1.3917726394406364,-0.1404067493192047,0.0,-0.13712176833034584,-0.14069944853328245,-0.13712176833034584,-0.14811555238760066,-0.08589871486273651,0.0,sila atlantik
Positive,3.2255149259647062,0.11743304506792525,-0.5381596968501356,-0.011723662282641415,0.06545759619333892,0.9134308499621304,0.06220278297096768,0.0,0.06548776395982638,0.06191008375688993,0.06548776395982638,0.05449397990257148,0.11671081742743575,0.0,Positive
atlantik positiv+e,3.2255149259647062,0.11743304506792525,-0.5381596968501356,-0.011723662282641415,0.06545759619333892,0.9134308499621304,0.06220278297096768,0.0,0.06548776395982638,0.06191008375688993,0.06548776395982638,0.05449397990257148,0.11671081742743575,0.0,atlantik positiv+e
Stimmung,3.234362800224556,0.11469371154871301,-0.5408990303693479,-0.014462995801853685,0.06271826267412682,0.9225384967719858,0.05946344945175525,0.0,0.062748430440614,0.05917075023767761,0.062748430440614,0.05175464638335921,0.11397148390822351,0.0,Stimmung
positiv+e stimmung,3.234362800224556,0.11469371154871301,-0.5408990303693479,-0.014462995801853685,0.06271826267412682,0.9225384967719858,0.05946344945175525,0.0,0.062748430440614,0.05917075023767761,0.062748430440614,0.05175464638335921,0.11397148390822351,0.0,positiv+e stimmung
Import,3.2481808827544576,0.11043053828405551,-0.5451622036340056,-0.0187261690665113,0.05845508940946916,0.9365009660911991,0.05520027618709776,0.0,0.05848525717595655,0.0549075769730201,0.05848525717595655,0.04749147311870161,0.10970831064356587,0.0,Import
stimmung import,3.2481808827544576,0.11043053828405551,-0.5451622036340056,-0.0187261690665113,0.05845508940946916,0.9365009660911991,0.05520027618709776,0.0,0.05848525717595655,0.0549075769730201,0.05848525717595655,0.04749147311870161,0.10970831064356587,0.0,stimmung import
Wüstenstrom,3.260972004361599,0.10650033775142766,-0.5490924041666333,-0.022656369599139175,0.05452488887684137,0.9491508509708191,0.05127007565446983,0.0,0.054555056643328624,0.05097737644039202,0.054555056643328624,0.04356127258607384,0.10577811011093793,0.0,Wüstenstrom
import wüste+n+strom,3.260972004361599,0.10650033775142766,-0.5490924041666333,-0.022656369599139175,0.05452488887684137,0.9491508509708191,0.05127007565446983,0.0,0.054555056643328624,0.05097737644039202,0.054555056643328624,0.04356127258607384,0.10577811011093793,0.0,import wüste+n+strom
Marokko,3.699261544958288,-0.019607567751198412,-0.6752003096692594,-0.14876427510176501,-0.07158301662578449,1.2699283318457562,-0.07483782984815622,0.0,-0.0715528488592972,-0.07513052906223378,-0.0715528488592972,-0.08254663291655204,-0.020329795391687947,0.0,Marokko
wüste+n+strom marokko,3.28172585218792,0.10015619107369411,-0.5554365508443668,-0.029000516276872463,0.04818074219910794,0.9691367358446614,0.04492592897673632,0.0,0.04821090996559521,0.044633229762658704,0.04821090996559521,0.037217125908340525,0.0994339634332047,0.0,wüste+n+strom marokko
marokko ein,3.2932296645790577,0.09665690530651841,-0.5589358366115426,-0.03249980204404817,0.044681456431932165,0.9799389098766765,0.041426643209560784,0.0,0.04471162419841952,0.041133943995483035,0.04471162419841952,0.03371784014116475,0.0959346776660289,0.0,marokko ein
Unterseekabel,3.2993052452140113,0.09481373498186411,-0.5607790069361969,-0.03434297236870247,0.04283828610727789,0.985567125067307,0.039583472884906414,0.0,0.04286845387376528,0.03929077367082874,0.04286845387376528,0.0318746698165104,0.09409150734137471,0.0,Unterseekabel
ein untersee+kabel,3.2993052452140113,0.09481373498186411,-0.5607790069361969,-0.03434297236870247,0.04283828610727789,0.985567125067307,0.039583472884906414,0.0,0.04286845387376528,0.03929077367082874,0.04286845387376528,0.0318746698165104,0.09409150734137471,0.0,ein untersee+kabel
untersee+kabel künftig,3.3316609937157207,0.08505467298989625,-0.5705380689281648,-0.04410203436067044,0.03307922411531009,1.014683421227363,0.02982441089293839,0.0,0.03310939188179731,0.029531711678860876,0.03310939188179731,0.022115607824542617,0.0843324453494066,0.0,untersee+kabel künftig
künftig öko+strom,3.3473570444074765,0.08035455704548872,-0.5752381848725724,-0.048802150305078,0.02837910817090244,1.0283112210631447,0.02512429494853097,0.0,0.028409275937389795,0.024831595734453343,0.028409275937389795,0.017415491880135,0.07963232940499922,0.0,künftig öko+strom
öko+strom marokko,3.28172585218792,0.10015619107369411,-0.5554365508443668,-0.029000516276872463,0.04818074219910794,0.9691367358446614,0.04492592897673632,0.0,0.04821090996559521,0.044633229762658704,0.04821090996559521,0.037217125908340525,0.0994339634332047,0.0,öko+strom marokko
direkt,3.3965395985109907,0.06576850133238706,-0.5898242405856738,-0.06338820601817957,0.013793052457801004,1.0690711764870848,0.010538239235429514,0.0,0.01382322022428809,0.010245540021351598,0.01382322022428809,0.002829436167033517,0.06504627369189761,0.0,direkt
marokko direkt,3.3965395985109907,0.06576850133238706,-0.5898242405856738,-0.06338820601817957,0.013793052457801004,1.0690711764870848,0.010538239235429514,0.0,0.01382322022428809,0.010245540021351598,0.01382322022428809,0.002829436167033517,0.06504627369189761,0.0,marokko direkt
direkt deutschland,3.431674249934315,0.05547738793539988,-0.6001153539826612,-0.07367931941516688,0.003501939060813461,1.096522219539983,0.00024712583844205103,0.0,0.0035321068273008126,-4.557337563567053e-05,0.0035321068273008126,-0.0074616772299540305,0.054755160294910336,0.0,direkt deutschland
deutschland liefer+n,3.4742170071990888,0.04315651757736085,-0.6124362243407001,-0.08600018977320587,-0.008818931297225406,1.1280731436557332,-0.01207374451959677,0.0,-0.00878876353073802,-0.012366443733674575,-0.00878876353073802,-0.019782547587992864,0.04243428993687136,0.0,deutschland liefer+n
Vorhaben,3.5323580394236824,0.026560001766687057,-0.629032740151374,-0.10259670558387961,-0.0254154471078992,1.1684816868390944,-0.028670260330270755,0.0,-0.02538527934141185,-0.028962959544348396,-0.02538527934141185,-0.03637906339866661,0.025837774126197616,0.0,Vorhaben
der vorhaben,3.5323580394236824,0.026560001766687057,-0.629032740151374,-0.10259670558387961,-0.0254154471078992,1.1684816868390944,-0.028670260330270755,0.0,-0.02538527934141185,-0.028962959544348396,-0.02538527934141185,-0.03637906339866661,0.025837774126197616,0.0,der vorhaben
vorhaben sila,3.58342385630755,0.012206921724207842,-0.6433858201938532,-0.11694978562635891,-0.03976852715037844,1.2016491544170742,-0.04302334037274992,0.0,-0.039738359383891024,-0.043316039586827455,-0.039738359383891024,-0.05073214344114585,0.011484694083718322,0.0,vorhaben sila
verspricht,3.691988114920937,-0.017639447955534626,-0.6732321898735955,-0.14679615530610116,-0.0696148968301208,1.2658979316632253,-0.07286971005249228,0.0,-0.06958472906363347,-0.07316240926657006,-0.06958472906363347,-0.08057851312088815,-0.018361675596024106,0.0,verspricht
atlantik versprech+t,3.691988114920937,-0.017639447955534626,-0.6732321898735955,-0.14679615530610116,-0.0696148968301208,1.2658979316632253,-0.07286971005249228,0.0,-0.06958472906363347,-0.07316240926657006,-0.06958472906363347,-0.08057851312088815,-0.018361675596024106,0.0,atlantik versprech+t
versprech+t enorm+e,3.822872199127376,-0.05247637514714475,-0.7080691170652057,-0.1816330824977116,-0.1044518240217311,1.3338582669245558,-0.10770663724410257,0.0,-0.10442165625524376,-0.10799933645818037,-0.10442165625524376,-0.11541544031249852,-0.05319860278763442,0.0,versprech+t enorm+e
Erträge,3.948382350630678,-0.08478031401015701,-0.7403730559282181,-0.21393702136072368,-0.13675576288474317,1.3911016454889942,-0.14001057610711476,0.0,-0.1367255951182559,-0.14030327532119252,-0.1367255951182559,-0.14771937917551078,-0.08550254165064658,0.0,Erträge
enorm+e ertrag+e,3.948382350630678,-0.08478031401015701,-0.7403730559282181,-0.21393702136072368,-0.13675576288474317,1.3911016454889942,-0.14001057610711476,0.0,-0.1367255951182559,-0.14030327532119252,-0.1367255951182559,-0.14771937917551078,-0.08550254165064658,0.0,enorm+e ertrag+e
Warschaus,8.489015218842905,0.07804059603375682,-0.013655597394332147,0.056064799854812226,0.06884653518924302,-0.34127473527970104,0.05459804201664708,0.0,0.06891832153546498,0.05681136514492302,0.06891832153546498,0.04264173309782069,0.07566285809687755,0.0,Warschaus
polen warschau+s,8.489015218842905,0.07804059603375682,-0.013655597394332147,0.056064799854812226,0.06884653518924302,-0.34127473527970104,0.05459804201664708,0.0,0.06891832153546498,0.05681136514492302,0.06891832153546498,0.04264173309782069,0.07566285809687755,0.0,polen warschau+s
grüne,8.86112705460468,0.0712806526888423,-0.00499021620714272,0.052961539562018656,0.06359577440006287,-0.352111609220558,0.04918756925622584,0.0,0.0636681589680666,0.05143759673318893,0.0636681589680666,0.03716864401734189,0.06887835249618886,0.0,grüne
warschau+s grün+e,8.86112705460468,0.0712806526888423,-0.00499021620714272,0.052961539562018656,0.06359577440006287,-0.352111609220558,0.04918756925622584,0.0,0.0636681589680666,0.05143759673318893,0.0636681589680666,0.03716864401734189,0.06887835249618886,0.0,warschau+s grün+e
Verwandlung,9.12610021910912,0.0666575684109973,0.0008318717400969453,0.05083901680936263,0.06000660616896261,-0.35936576400185233,0.045494548012372044,0.0,0.060079379627773884,0.04776844745915229,0.060079379627773884,0.03343489129396689,0.06423927885141126,0.0,Verwandlung
grün+e verwandlung,9.12610021910912,0.0666575684109973,0.0008318717400969453,0.05083901680936263,0.06000660616896261,-0.35936576400185233,0.045494548012372044,0.0,0.060079379627773884,0.04776844745915229,0.060079379627773884,0.03343489129396689,0.06423927885141126,0.0,grün+e verwandlung
verwandlung der,9.792732611661705,0.055659486659485315,0.014356911110889778,0.04579004712180831,0.05147448572979508,-0.3761272598450553,0.036731912163088715,0.0,0.051548122088473765,0.03905881244842994,0.051548122088473765,0.024581803811449716,0.05320565269844601,0.0,verwandlung der
polnische,10.071511267476835,0.051305427884345146,0.019589550753000857,0.04379173602777664,0.04809930391266108,-0.38257621273165227,0.03327157583322414,0.0,0.0481732589313695,0.03561805997439019,0.0481732589313695,0.0210880388256702,0.04883844333434994,0.0,polnische
der polnisch+e,10.071511267476835,0.051305427884345146,0.019589550753000857,0.04379173602777664,0.04809930391266108,-0.38257621273165227,0.03327157583322414,0.0,0.0481732589313695,0.03561805997439019,0.0481732589313695,0.0210880388256702,0.04883844333434994,0.0,der polnisch+e
polnisch+e haupt+stadt,10.966225124603495,0.03818908395393847,0.03495693263601758,0.03777558498979539,0.03794151310292769,-0.4013932092671614,0.022876644142751368,0.0,0.038016355240755896,0.02527767991156453,0.038016355240755896,0.010599971059161838,0.03568541389425662,0.0,polnisch+e haupt+stadt
passt,12.54786126768526,0.01768524959453198,0.05786998288441562,0.02838871852246483,0.022094800552142635,-0.42909562195423556,0.0067117972655934,0.0,0.022170832109495577,0.009186048743073999,0.022170832109495577,-0.00568992191463388,0.015132197340032329,0.0,passt
haupt+stadt pass+t,12.54786126768526,0.01768524959453198,0.05786998288441562,0.02838871852246483,0.022094800552142635,-0.42909562195423556,0.0067117972655934,0.0,0.022170832109495577,0.009186048743073999,0.022170832109495577,-0.00568992191463388,0.015132197340032329,0.0,haupt+stadt pass+t
pass+t klima+wandel,23.231331287943163,-0.07188194110006478,0.14506190093967342,-0.012100146483901068,-0.046549801395320806,-0.5309748818700746,-0.06278460253792004,0.0,-0.04647058916696987,-0.060114129768603086,-0.04647058916696987,-0.0755217107431961,-0.07456861608944707,0.0,pass+t klima+wandel
Bäumen,12.185055890114722,0.02212330735026671,0.05301922030983779,0.030418155186357203,0.025521265819705492,-0.42326688470682755,0.010202116036807403,0.0,0.02559705870944736,0.012661669210040416,0.02559705870944736,-0.0021744955599447063,0.01958018380129196,0.0,Bäumen
klima+wandel baum+en,12.185055890114722,0.02212330735026671,0.05301922030983779,0.030418155186357203,0.025521265819705492,-0.42326688470682755,0.010202116036807403,0.0,0.02559705870944736,0.012661669210040416,0.02559705870944736,-0.0021744955599447063,0.01958018380129196,0.0,klima+wandel baum+en
Regengärten,11.076921734726588,0.03664963359380553,0.03672299659779577,0.037069948833091,0.0367503128014967,-0.40354367621904824,0.02165942232185193,0.0,0.0368252522565474,0.02406644530447777,0.0368252522565474,0.009372525530601705,0.034141931952478485,0.0,Regengärten
baum+en regen+garten,11.076921734726588,0.03664963359380553,0.03672299659779577,0.037069948833091,0.0367503128014967,-0.40354367621904824,0.02165942232185193,0.0,0.0368252522565474,0.02406644530447777,0.0368252522565474,0.009372525530601705,0.034141931952478485,0.0,baum+en regen+garten
Geld,9.43250321712786,0.06149492864483689,0.007236682802628063,0.0484688101864254,0.0560003750651341,-0.3673194228297549,0.04137728325224115,0.0,0.0560735642125664,0.04367670951944775,0.0560735642125664,0.029274065565304257,0.05905952781789571,0.0,Geld
